sample_year,sample_month,sample_day,sample_hour,sample_minute,sample_seconds,sample_id,sample_method,sample_latitude,sample_longitude,sample_altitude,sample_elevation,sample_intake_height,event_number,BENZ_parameter_formula,BENZ_analysis_group_abbr,BENZ_analysis_value,BENZ_analysis_flag,BRFM_parameter_formula_1,BRFM_analysis_group_abbr_2,BRFM_analysis_value_3,BRFM_analysis_flag_4,C2F6_parameter_formula_5,C2F6_analysis_group_abbr_6,C2F6_analysis_value_7,C2F6_analysis_flag_8,C2H2_parameter_formula_9,C2H2_analysis_group_abbr_10,C2H2_analysis_value_11,C2H2_analysis_flag_12,C2H6_parameter_formula_13,C2H6_analysis_group_abbr_14,C2H6_analysis_value_15,C2H6_analysis_flag_16,C3H8_parameter_formula_17,C3H8_analysis_group_abbr_18,C3H8_analysis_value_19,C3H8_analysis_flag_20,CCL4_parameter_formula,CCL4_analysis_group_abbr,CCL4_analysis_value,CCL4_analysis_flag,CF4_parameter_formula,CF4_analysis_group_abbr,CF4_analysis_value,CF4_analysis_flag,CH3I_parameter_formula,CH3I_analysis_group_abbr,CH3I_analysis_value,CH3I_analysis_flag,CH4_parameter_formula,CH4_analysis_group_abbr,CH4_analysis_value,CH4_analysis_flag,CH4C13_parameter_formula,CH4C13_analysis_group_abbr,CH4C13_nalysis_value,CH4C13_analysis_flag,CHLF_parameter_formula,CHLF_analysis_group_abbr,CHLF_analysis_value,CHLF_analysis_flag,CO_parameter_formula,CO_analysis_group_abbr,CO_analysis_value,CO_analysis_flag,CO2_parameter_formula,CO2_analysis_group_abbr,CO2_analysis_value,CO2_analysis_flag,DIBR_parameter_formula,DIBR_analysis_group_abbr,DIBR_analysis_value,DIBR_analysis_flag,DICL_parameter_formula,DICL_analysis_group_abbr,DICL_analysis_value,DICL_analysis_flag,F113_parameter_formula,F113_analysis_group_abbr,F113_analysis_value,F113_analysis_flag,F115_parameter_formula,F115_analysis_group_abbr,F115_analysis_value,F115_analysis_flag,F11B_parameter_formula,F11B_analysis_group_abbr,F11B_analysis_value,F11B_analysis_flag,F125_parameter_formula,F125_analysis_group_abbr,F125_analysis_value,F125_analysis_flag,F13_parameter_formula,F13_analysis_group_abbr,F13_analysis_value,F13_analysis_flag,F134A_parameter_formula,F134A_analysis_group_abbr,F134A_analysis_value,F134A_analysis_flag,F142B_parameter_formula,F142B_analysis_group_abbr,F142B_analysis_value,F142B_analysis_flag,F143a_parameter_formula,F143a_analysis_group_abbr,F143a_analysis_value,F143a_analysis_flag,F152A_parameter_formula,F152A_analysis_group_abbr,F152A_analysis_value,F152A_analysis_flag,F227E_parameter_formula,F227E_analysis_group_abbr,F227E_analysis_value,F227E_analysis_flag,F23_parameter_formula,F23_analysis_group_abbr,F23_analysis_value,F23_analysis_flag,F236FA_parameter_formula,F236FA_analysis_group_abbr,F236FA_analysis_value,F236FA_analysis_flag,F32_parameter_formula,F32_analysis_group_abbr,F32_analysis_value,F32_analysis_flag,F365M_parameter_formula,F365M_analysis_group_abbr,F365M_analysis_value,F365M_analysis_flag,FC12_parameter_formula,FC12_analysis_group_abbr,FC12_analysis_value,FC12_analysis_flag,H1211_parameter_formula,H1211_analysis_group_abbr,H1211_analysis_value,H1211_analysis_flag,H1301_parameter_formula,H1301_analysis_group_abbr,H1301_analysis_value,H1301_analysis_flag,H2_parameter_formula,H2_analysis_group_abbr,H2_analysis_value,H2_analysis_flag,H2402_parameter_formula,H2402_analysis_group_abbr,H2402_analysis_value,H2402_analysis_flag,HF133a_parameter_formula,HF133a_analysis_group_abbr,HF133a_analysis_value,HF133a_analysis_flag,HF22_parameter_formula,HF22_analysis_group_abbr,HF22_analysis_value,HF22_analysis_flag,IC4H10_parameter_formula,IC4H10_analysis_group_abbr,IC4H10_analysis_value,IC4H10_analysis_flag,IC5H12_parameter_formula,IC5H12_analysis_group_abbr,IC5H12_analysis_value,IC5H12_analysis_flag,MCFA_parameter_formula,MCFA_analysis_group_abbr,MCFA_analysis_value,MCFA_analysis_flag,MEBR_parameter_formula,MEBR_analysis_group_abbr,MEBR_analysis_value,MEBR_analysis_flag,MECL_parameter_formula,MECL_analysis_group_abbr,MECL_analysis_value,MECL_analysis_flag,N2O_parameter_formula,N2O_analysis_group_abbr,N2O_analysis_value,N2O_analysis_flag,NC4H10_parameter_formula,NC4H10_analysis_group_abbr,NC4H10_analysis_value,NC4H10_analysis_flag,NC5H12_parameter_formula,NC5H12_analysis_group_abbr,NC5H12_analysis_value,NC5H12_analysis_flag,NC6H14_parameter_formula,NC6H14_analysis_group_abbr,NC6H14_analysis_value,NC6H14_analysis_flag,OCS_parameter_formula,OCS_analysis_group_abbr,OCS_analysis_value,OCS_analysis_flag,P218_parameter_formula,P218_analysis_group_abbr,P218_analysis_value,P218_analysis_flag,PCE_parameter_formula,PCE_analysis_group_abbr,PCE_analysis_value,PCE_analysis_flag,SF6_CCGG_parameter_formula,SF6_CCGG_analysis_group_abbr,SF6_CCGG_analysis_value,SF6_CCGG_analysis_flag,SF6_HATS_parameter_formula,SF6_HATS_analysis_group_abbr,SF6_HATS_analysis_value,SF6_HATS_analysis_flag,SO2F2_parameter_formula,SO2F2_analysis_group_abbr,SO2F2_analysis_value,SO2F2_analysis_flag
2017,9,15,21,23,13,3915-04-01,R,68.3294,-149.2972,3081.53,1830,1251.53,431403,BENZ,HATS,27.726,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.966,...,C2H2,HATS,105.984,...,C2H6,HATS,908.369,...,C3H8,HATS,153.886,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.443,...,CH3I,HATS,0.695,...,ch4,CCGG,1940.89,..P,ch4c13,SIL,-48.005,..P,CHLF,HATS,16.936,...,co,CCGG,115.67,..P,co2,CCGG,399.8,..P,DIBR,HATS,0.922,...,DICL,HATS,56.281,...,F113,HATS,70.266,...,F115,HATS,8.649,...,F11B,HATS,232.388,...,F125,HATS,25.705,...,F13,HATS,3.302,...,F134A,HATS,106.315,...,F142B,HATS,23.477,...,F143a,HATS,22.137,...,F152A,HATS,8.896,...,F227e,HATS,1.377,...,F23,HATS,31.164,..P,F236fa,HATS,0.163,...,F32,HATS,16.785,...,F365m,HATS,1.119,...,FC12,HATS,512.204,..P,H1211,HATS,3.45,...,H1301,HATS,3.31,...,h2,CCGG,472.79,..P,H2402,HATS,0.402,...,HF133a,HATS,0.561,...,HF22,HATS,253.241,...,iC4H10,HATS,16.531,...,iC5H12,HATS,5.801,...,MCFA,HATS,2.37,...,MEBR,HATS,6.672,...,MECL,HATS,479.082,...,n2o,CCGG,330.18,..P,nC4H10,HATS,26.375,...,nC5H12,HATS,5.719,...,nC6H14,HATS,1.373,...,OCS,HATS,401.01,...,P218,HATS,0.62,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.49,..P,sf6,HATS,9.643,...,SO2F2,HATS,2.17,...
2017,9,15,21,32,22,3915-05-01,R,68.4419,-149.3759,1696.82,788,908.82,431404,BENZ,HATS,28.401,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.921,...,C2H2,HATS,108.16,...,C2H6,HATS,907.02,...,C3H8,HATS,161.79,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.501,...,CH3I,HATS,0.606,...,ch4,CCGG,1942.02,..P,ch4c13,SIL,-48.056,..P,CHLF,HATS,17.604,...,co,CCGG,115.46,..P,co2,CCGG,402.2,..P,DIBR,HATS,0.937,...,DICL,HATS,56.168,...,F113,HATS,69.123,...,F115,HATS,8.628,...,F11B,HATS,232.505,...,F125,HATS,25.596,...,F13,HATS,3.412,...,F134A,HATS,105.734,...,F142B,HATS,23.559,...,F143a,HATS,22.121,...,F152A,HATS,9.028,...,F227e,HATS,1.376,...,F23,HATS,31.259,..P,F236fa,HATS,0.17,...,F32,HATS,16.598,...,F365m,HATS,1.123,...,FC12,HATS,512.412,..P,H1211,HATS,3.475,...,H1301,HATS,3.311,...,h2,CCGG,455.37,..P,H2402,HATS,0.402,...,HF133a,HATS,0.532,...,HF22,HATS,254.357,...,iC4H10,HATS,18.046,...,iC5H12,HATS,7.936,...,MCFA,HATS,2.387,...,MEBR,HATS,6.317,...,MECL,HATS,462.695,...,n2o,CCGG,330.23,..P,nC4H10,HATS,28.984,...,nC5H12,HATS,7.919,...,nC6H14,HATS,1.79,...,OCS,HATS,375.763,...,P218,HATS,0.634,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.57,..P,sf6,HATS,9.604,...,SO2F2,HATS,2.247,...
2017,9,15,21,41,26,3915-06-01,R,68.6705,-149.7252,790.35,637,153.35,431405,BENZ,HATS,27.632,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.861,...,C2H2,HATS,108.124,...,C2H6,HATS,907.213,...,C3H8,HATS,156.736,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.484,...,CH3I,HATS,0.67,...,ch4,CCGG,1943.01,..P,ch4c13,SIL,-47.945,..P,CHLF,HATS,18.086,...,co,CCGG,113.95,..P,co2,CCGG,402.71,..P,DIBR,HATS,0.959,...,DICL,HATS,55.983,...,F113,HATS,70.64,...,F115,HATS,8.602,...,F11B,HATS,232.153,...,F125,HATS,25.456,...,F13,HATS,3.357,...,F134A,HATS,106.315,...,F142B,HATS,23.698,...,F143a,HATS,22.479,...,F152A,HATS,9.165,...,F227e,HATS,1.461,...,F23,HATS,31.335,..P,F236fa,HATS,0.178,...,F32,HATS,16.271,...,F365m,HATS,1.109,...,FC12,HATS,512.827,..P,H1211,HATS,3.564,...,H1301,HATS,3.374,...,h2,CCGG,442.85,..P,H2402,HATS,0.406,...,HF133a,HATS,0.523,...,HF22,HATS,253.662,...,iC4H10,HATS,18.07,...,iC5H12,HATS,8.412,...,MCFA,HATS,2.19,...,MEBR,HATS,6.307,...,MECL,HATS,459.934,...,n2o,CCGG,330.19,..P,nC4H10,HATS,29.539,...,nC5H12,HATS,9.105,...,nC6H14,HATS,2.078,...,OCS,HATS,373.619,...,P218,HATS,0.641,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.52,..P,sf6,HATS,9.537,...,SO2F2,HATS,2.192,...
2017,9,15,22,1,22,3915-07-01,R,69.0282,-150.9908,1199.69,303,896.69,431406,BENZ,HATS,29.348,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.947,...,C2H2,HATS,107.943,...,C2H6,HATS,912.029,...,C3H8,HATS,159.652,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.559,...,CH3I,HATS,0.58,...,ch4,CCGG,1949.65,..P,ch4c13,SIL,-47.884,..P,CHLF,HATS,18.004,...,co,CCGG,114.1,..P,co2,CCGG,402.67,..P,DIBR,HATS,0.967,...,DICL,HATS,56.152,...,F113,HATS,69.669,...,F115,HATS,8.648,...,F11B,HATS,232.811,...,F125,HATS,25.653,...,F13,HATS,3.374,...,F134A,HATS,105.79,...,F142B,HATS,23.631,...,F143a,HATS,22.272,...,F152A,HATS,8.908,...,F227e,HATS,1.405,...,F23,HATS,31.199,..P,F236fa,HATS,0.159,...,F32,HATS,16.75,...,F365m,HATS,1.106,...,FC12,HATS,513.243,..P,H1211,HATS,3.392,...,H1301,HATS,3.357,...,h2,CCGG,447.93,..P,H2402,HATS,0.407,...,HF133a,HATS,0.524,...,HF22,HATS,253.637,...,iC4H10,HATS,18.323,...,iC5H12,HATS,8.257,...,MCFA,HATS,2.267,...,MEBR,HATS,6.17,...,MECL,HATS,456.866,...,n2o,CCGG,330.02,..P,nC4H10,HATS,29.455,...,nC5H12,HATS,9.086,...,nC6H14,HATS,1.984,...,OCS,HATS,363.488,...,P218,HATS,0.638,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.5,..P,sf6,HATS,9.562,...,SO2F2,HATS,2.079,...
2017,9,15,22,27,36,3915-08-01,R,69.3034,-152.2759,190.2,165,25.2,431407,BENZ,HATS,27.614,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.907,...,C2H2,HATS,103.228,...,C2H6,HATS,902.204,...,C3H8,HATS,151.941,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.335,...,CH3I,HATS,0.662,...,ch4,CCGG,1988.92,..P,ch4c13,SIL,-47.848,..P,CHLF,HATS,19.152,...,co,CCGG,114.63,..P,co2,CCGG,407.01,..P,DIBR,HATS,1.008,...,DICL,HATS,54.58,...,F113,HATS,70.194,...,F115,HATS,8.58,...,F11B,HATS,232.529,...,F125,HATS,25.39,...,F13,HATS,3.367,...,F134A,HATS,105.912,...,F142B,HATS,23.547,...,F143a,HATS,22.363,...,F152A,HATS,8.762,...,F227e,HATS,1.383,...,F23,HATS,31.405,..P,F236fa,HATS,0.18,...,F32,HATS,16.642,...,F365m,HATS,1.137,...,FC12,HATS,512.256,..P,H1211,HATS,3.456,...,H1301,HATS,3.35,...,h2,CCGG,432.51,..P,H2402,HATS,0.411,...,HF133a,HATS,0.537,...,HF22,HATS,253.687,...,iC4H10,HATS,16.844,...,iC5H12,HATS,6.833,...,MCFA,HATS,2.18,...,MEBR,HATS,5.929,...,MECL,HATS,463.126,...,n2o,CCGG,330.26,..P,nC4H10,HATS,26.459,...,nC5H12,HATS,9.806,...,nC6H14,HATS,2.574,...,OCS,HATS,341.564,...,P218,HATS,0.613,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.6,..P,sf6,HATS,9.578,...,SO2F2,HATS,2.085,...
2017,9,15,22,38,8,3915-09-01,R,69.5133,-151.6378,1082.65,120,962.65,431408,BENZ,HATS,27.932,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.82,...,C2H2,HATS,107.109,...,C2H6,HATS,912.222,...,C3H8,HATS,156.801,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.693,...,CH3I,HATS,0.64,...,ch4,CCGG,1946.06,..P,ch4c13,SIL,-48.068,..P,CHLF,HATS,17.833,...,co,CCGG,115.24,..P,co2,CCGG,401.89,..P,DIBR,HATS,0.954,...,DICL,HATS,56.668,...,F113,HATS,69.979,...,F115,HATS,8.589,...,F11B,HATS,232.482,...,F125,HATS,25.419,...,F13,HATS,3.328,...,F134A,HATS,106.109,...,F142B,HATS,23.505,...,F143a,HATS,22.309,...,F152A,HATS,8.998,...,F227e,HATS,1.398,...,F23,HATS,31.244,..P,F236fa,HATS,0.168,...,F32,HATS,16.448,...,F365m,HATS,1.126,...,FC12,HATS,512.464,..P,H1211,HATS,3.487,...,H1301,HATS,3.35,...,h2,CCGG,457.91,..P,H2402,HATS,0.415,...,HF133a,HATS,0.549,...,HF22,HATS,253.439,...,iC4H10,HATS,17.914,...,iC5H12,HATS,7.208,...,MCFA,HATS,2.26,...,MEBR,HATS,6.26,...,MECL,HATS,467.791,...,n2o,CCGG,330,..P,nC4H10,HATS,28.563,...,nC5H12,HATS,7.673,...,nC6H14,HATS,1.768,...,OCS,HATS,376.568,...,P218,HATS,0.623,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.58,..P,sf6,HATS,9.555,...,SO2F2,HATS,2.155,...
2017,9,15,23,0,42,3915-10-01,R,69.8059,-150.204,3625.9,152,3473.9,431409,BENZ,HATS,24.708,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.995,...,C2H2,HATS,101.668,...,C2H6,HATS,860.783,...,C3H8,HATS,122.46,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.634,...,CH3I,HATS,0.609,...,ch4,CCGG,1933.09,..P,ch4c13,SIL,-47.988,..P,CHLF,HATS,16.633,...,co,CCGG,112.23,..P,co2,CCGG,399.88,..P,DIBR,HATS,0.96,...,DICL,HATS,57.652,...,F113,HATS,71.036,...,F115,HATS,8.54,...,F11B,HATS,232.975,...,F125,HATS,25.548,...,F13,HATS,3.413,...,F134A,HATS,106.175,...,F142B,HATS,23.563,...,F143a,HATS,22.328,...,F152A,HATS,8.841,...,F227e,HATS,1.436,...,F23,HATS,31.134,..P,F236fa,HATS,0.19,...,F32,HATS,16.944,...,F365m,HATS,1.117,...,FC12,HATS,513.139,..P,H1211,HATS,3.54,...,H1301,HATS,3.318,...,h2,CCGG,488.99,..P,H2402,HATS,0.377,...,HF133a,HATS,0.516,...,HF22,HATS,253.712,...,iC4H10,HATS,11.614,...,iC5H12,HATS,4.035,...,MCFA,HATS,2.239,...,MEBR,HATS,6.791,...,MECL,HATS,490.745,...,n2o,CCGG,330.19,..P,nC4H10,HATS,17.572,...,nC5H12,HATS,4.067,...,nC6H14,HATS,0.989,...,OCS,HATS,426.473,...,P218,HATS,0.602,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.49,..P,sf6,HATS,9.532,...,SO2F2,HATS,2.163,...
2017,9,15,23,17,1,3915-11-01,R,69.8273,-149.9842,1658.72,116,1542.72,431410,BENZ,HATS,29.995,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.952,...,C2H2,HATS,109.865,...,C2H6,HATS,910.873,...,C3H8,HATS,163.345,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.651,...,CH3I,HATS,0.628,...,ch4,CCGG,1943.55,..P,ch4c13,SIL,-47.902,..P,CHLF,HATS,18.524,...,co,CCGG,116.19,..P,co2,CCGG,401.62,..P,DIBR,HATS,0.998,...,DICL,HATS,56.765,...,F113,HATS,69.483,...,F115,HATS,8.662,...,F11B,HATS,232.928,...,F125,HATS,25.488,...,F13,HATS,3.331,...,F134A,HATS,106.025,...,F142B,HATS,23.447,...,F143a,HATS,22.434,...,F152A,HATS,8.959,...,F227e,HATS,1.364,...,F23,HATS,31.35,..P,F236fa,HATS,0.145,...,F32,HATS,16.749,...,F365m,HATS,1.138,...,FC12,HATS,512.827,..P,H1211,HATS,3.487,...,H1301,HATS,3.291,...,h2,CCGG,459.56,..P,H2402,HATS,0.434,...,HF133a,HATS,0.543,...,HF22,HATS,253.315,...,iC4H10,HATS,18.936,...,iC5H12,HATS,7.748,...,MCFA,HATS,2.208,...,MEBR,HATS,6.386,...,MECL,HATS,467.853,...,n2o,CCGG,329.94,..P,nC4H10,HATS,30.23,...,nC5H12,HATS,7.943,...,nC6H14,HATS,2.464,...,OCS,HATS,378.605,...,P218,HATS,0.587,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.55,..P,sf6,HATS,9.625,...,SO2F2,HATS,2.103,...
2017,9,15,23,29,54,3915-12-01,R,70.0667,-149.0512,93.27,40,53.27,431411,BENZ,HATS,27.961,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.959,...,C2H2,HATS,101.124,...,C2H6,HATS,1106.225,...,C3H8,HATS,294.552,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.46,...,CH3I,HATS,0.727,...,ch4,CCGG,2040.71,..P,ch4c13,SIL,-47.772,..P,CHLF,HATS,21.593,...,co,CCGG,109.76,..P,co2,CCGG,406.22,..P,DIBR,HATS,1.038,...,DICL,HATS,54.669,...,F113,HATS,70.468,...,F115,HATS,8.608,...,F11B,HATS,232.435,...,F125,HATS,25.519,...,F13,HATS,3.444,...,F134A,HATS,105.64,...,F142B,HATS,23.512,...,F143a,HATS,22.235,...,F152A,HATS,8.859,...,F227e,HATS,1.378,...,F23,HATS,31.029,..P,F236fa,HATS,0.171,...,F32,HATS,16.551,...,F365m,HATS,1.11,...,FC12,HATS,512.1,..P,H1211,HATS,3.448,...,H1301,HATS,3.519,...,h2,CCGG,433,..P,H2402,HATS,0.399,...,HF133a,HATS,0.558,...,HF22,HATS,252.819,...,iC4H10,HATS,43.403,...,iC5H12,HATS,21.137,...,MCFA,HATS,2.308,...,MEBR,HATS,5.894,...,MECL,HATS,452.694,...,n2o,CCGG,330.36,..P,nC4H10,HATS,81.313,...,nC5H12,HATS,25.297,...,nC6H14,HATS,10.219,...,OCS,HATS,355.02,...,P218,HATS,0.616,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.53,..P,sf6,HATS,9.593,...,SO2F2,HATS,2.099,...
2017,9,17,19,54,37,3920-01-01,R,68.8104,-152.7471,3556.71,382,3174.71,431424,BENZ,HATS,23.745,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.962,...,C2H2,HATS,95.719,...,C2H6,HATS,828.609,...,C3H8,HATS,105.846,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.237,...,CH3I,HATS,0.395,...,ch4,CCGG,1920.37,..P,ch4c13,SIL,-47.736,..P,CHLF,HATS,16.056,...,co,CCGG,108.68,..P,co2,CCGG,399.56,..P,DIBR,HATS,0.769,...,DICL,HATS,58.694,...,F113,HATS,69.641,...,F115,HATS,8.614,...,F11B,HATS,232.435,...,F125,HATS,25.523,...,F13,HATS,3.295,...,F134A,HATS,106.128,...,F142B,HATS,23.571,...,F143a,HATS,22.191,...,F152A,HATS,8.953,...,F227e,HATS,1.404,...,F23,HATS,31.064,..P,F236fa,HATS,0.176,...,F32,HATS,16.879,...,F365m,HATS,1.074,...,FC12,HATS,511.783,..P,H1211,HATS,3.423,...,H1301,HATS,3.343,...,h2,CCGG,497.94,..P,H2402,HATS,0.407,...,HF133a,HATS,0.525,...,HF22,HATS,254.084,...,iC4H10,HATS,12.51,...,iC5H12,HATS,4.231,...,MCFA,HATS,2.283,...,MEBR,HATS,6.989,...,MECL,HATS,501.365,...,n2o,CCGG,329.78,..P,nC4H10,HATS,14.122,...,nC5H12,HATS,2.15,...,nC6H14,HATS,1.359,...,OCS,HATS,448.62,...,P218,HATS,0.629,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.49,..P,sf6,HATS,9.641,...,SO2F2,HATS,2.244,...
2017,9,17,20,6,37,3920-02-01,R,69.3848,-153.5851,2348.18,167,2181.18,431425,BENZ,HATS,24.214,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.929,...,C2H2,HATS,98.15,...,C2H6,HATS,853.077,...,C3H8,HATS,119.708,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.371,...,CH3I,HATS,0.395,...,ch4,CCGG,1926.45,..P,ch4c13,SIL,-47.78,..P,CHLF,HATS,16.569,...,co,CCGG,110.2,..P,co2,CCGG,399.77,..P,DIBR,HATS,0.827,...,DICL,HATS,57.217,...,F113,HATS,69.878,...,F115,HATS,8.626,...,F11B,HATS,232.74,...,F125,HATS,25.569,...,F13,HATS,3.212,...,F134A,HATS,105.725,...,F142B,HATS,23.633,...,F143a,HATS,22.204,...,F152A,HATS,8.969,...,F227e,HATS,1.412,...,F23,HATS,31.254,..P,F236fa,HATS,0.177,...,F32,HATS,16.845,...,F365m,HATS,1.091,...,FC12,HATS,512.822,..P,H1211,HATS,3.396,...,H1301,HATS,3.353,...,h2,CCGG,489.46,..P,H2402,HATS,0.392,...,HF133a,HATS,0.524,...,HF22,HATS,253.712,...,iC4H10,HATS,14.653,...,iC5H12,HATS,5.362,...,MCFA,HATS,2.197,...,MEBR,HATS,6.805,...,MECL,HATS,493.138,...,n2o,CCGG,329.31,..P,nC4H10,HATS,17.454,...,nC5H12,HATS,3.219,...,nC6H14,HATS,1.586,...,OCS,HATS,431.463,...,P218,HATS,0.619,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.55,..P,sf6,HATS,9.611,...,SO2F2,HATS,2.175,...
2017,9,17,20,52,53,3920-03-01,R,71.1985,-157.3504,595.58,0,595.58,431426,BENZ,HATS,24.046,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.958,...,C2H2,HATS,93.579,...,C2H6,HATS,850.379,...,C3H8,HATS,121.068,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.487,...,CH3I,HATS,0.586,...,ch4,CCGG,1935.69,..P,ch4c13,SIL,-47.808,..P,CHLF,HATS,16.727,...,co,CCGG,109.94,..P,co2,CCGG,400.71,..P,DIBR,HATS,0.972,...,DICL,HATS,56.329,...,F113,HATS,69.936,...,F115,HATS,8.637,...,F11B,HATS,232.905,...,F125,HATS,25.59,...,F13,HATS,3.331,...,F134A,HATS,105.912,...,F142B,HATS,23.52,...,F143a,HATS,22.344,...,F152A,HATS,9.026,...,F227e,HATS,1.418,...,F23,HATS,31.234,..P,F236fa,HATS,0.18,...,F32,HATS,17.029,...,F365m,HATS,1.108,...,FC12,HATS,513.29,..P,H1211,HATS,3.434,...,H1301,HATS,3.329,...,h2,CCGG,470.21,..P,H2402,HATS,0.409,...,HF133a,HATS,0.528,...,HF22,HATS,254.183,...,iC4H10,HATS,16.664,...,iC5H12,HATS,6.112,...,MCFA,HATS,2.097,...,MEBR,HATS,6.59,...,MECL,HATS,473.798,...,n2o,CCGG,329.29,..P,nC4H10,HATS,17,...,nC5H12,HATS,4.127,...,nC6H14,HATS,1.426,...,OCS,HATS,401.705,...,P218,HATS,0.616,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.49,..P,sf6,HATS,9.689,...,SO2F2,HATS,2.21,...
2017,9,17,21,16,31,3920-04-01,R,70.7045,-157.1416,1343.56,20,1323.56,431427,BENZ,HATS,24.093,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.918,...,C2H2,HATS,88.175,...,C2H6,HATS,815.894,...,C3H8,HATS,107.465,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.337,...,CH3I,HATS,0.618,...,ch4,CCGG,1931.63,..P,ch4c13,SIL,-47.875,..P,CHLF,HATS,15.967,...,co,CCGG,108.97,..P,co2,CCGG,398.77,..P,DIBR,HATS,0.973,...,DICL,HATS,55.611,...,F113,HATS,70.158,...,F115,HATS,8.556,...,F11B,HATS,232.2,...,F125,HATS,25.515,...,F13,HATS,3.284,...,F134A,HATS,105.668,...,F142B,HATS,23.687,...,F143a,HATS,21.969,...,F152A,HATS,8.953,...,F227e,HATS,1.418,...,F23,HATS,31.33,..P,F236fa,HATS,0.162,...,F32,HATS,16.478,...,F365m,HATS,1.091,...,FC12,HATS,512.718,..P,H1211,HATS,3.396,...,H1301,HATS,3.298,...,h2,CCGG,483.01,..P,H2402,HATS,0.409,...,HF133a,HATS,0.528,...,HF22,HATS,252.67,...,iC4H10,HATS,14.256,...,iC5H12,HATS,5.571,...,MCFA,HATS,2.281,...,MEBR,HATS,6.69,...,MECL,HATS,484.543,...,n2o,CCGG,329.32,..P,nC4H10,HATS,14.475,...,nC5H12,HATS,3.348,...,nC6H14,HATS,1.462,...,OCS,HATS,418.702,...,P218,HATS,0.613,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.5,..P,sf6,HATS,9.582,...,SO2F2,HATS,2.271,...
